Enter the spring constant (in N/m): 
Enter the mass (in kg): 
Enter the initial displacement (in m): 
Enter the simulation time (in s): 
Enter the time step (in s): 
Time (s)		Position (m)
30.1			-0.09971720937
30.2			-0.007019641114
30.3			0.09978696582
30.4			0.006028025678
30.5			-0.09984686826
30.6			-0.005035814971
30.7			0.09989691079
30.8			0.004043106975
30.9			-0.09993708845
31			-0.003049999721
31.1			0.09996739729
31.2			0.002056591278
31.3			-0.09998783431
31.4			-0.001062979746
31.5			0.09999839748
31.6			6.926324445e-05
31.7			-0.09999908577
31.8			0.000924460097
31.9			0.09998989911
32			-0.001918092148
32.1			-0.09997083841
32.2			0.002911534786
32.3			0.09994190554
32.4			-0.003904689909
32.5			-0.09990310337
32.6			0.004897459442
32.7			0.09985443573
32.8			-0.00588974535
32.9			-0.09979590742
33			0.006881449642
33.1			0.09972752422
33.2			-0.007872474388
33.3			-0.09964929289
33.4			0.008862721725
33.5			0.09956122115
33.6			-0.009852093863
33.7			-0.0994633177
33.8			0.0108404931
33.9			0.09935559221
34			-0.01182782184
34.1			-0.09923805531
34.2			0.01281398258
34.3			0.09911071861
34.4			-0.01379887793
34.5			-0.09897359468
34.6			0.01478241063
34.7			0.09882669707
34.8			-0.01576448356
34.9			-0.09867004029
35			0.01674499975
35.1			0.0985036398
35.2			-0.01772386236
35.3			-0.09832751203
35.4			0.01870097473
35.5			0.09814167438
35.6			-0.01967624037
35.7			-0.0979461452
35.8			0.02064956298
35.9			0.0977409438
36			-0.02162084643
36.1			-0.09752609043
36.2			0.02258999482
36.3			0.09730160633
36.4			-0.02355691243
36.5			-0.09706751365
36.6			0.02452150379
36.7			0.09682383552
36.8			-0.02548367364
36.9			-0.09657059599
37			0.02644332697
37.1			0.09630782007
37.2			-0.027400369
37.3			-0.09603553372
37.4			0.02835470524
37.5			0.09575376382
37.6			-0.02930624144
37.7			-0.0954625382
37.8			0.03025488364
37.9			0.09516188561
38			-0.03120053816
38.1			-0.09485183574
38.2			0.0321431116
38.3			0.09453241922
38.4			-0.03308251091
38.5			-0.09420366758
38.6			0.0340186433
38.7			0.09386561329
38.8			-0.03495141634
38.9			-0.09351828974
39			0.03588073791
39.1			0.09316173121
39.2			-0.03680651624
39.3			-0.09279597292
39.4			0.03772865991
39.5			0.09242105099
39.6			-0.03864707786
39.7			-0.09203700245
39.8			0.0395616794
39.9			0.09164386521
40			-0.04047237421
40.1			-0.09124167811
40.2			0.04137907235
40.3			0.09083048085
40.4			-0.04228168429
40.5			-0.09041031404
40.6			0.0431801209
40.7			0.08998121918
40.8			-0.04407429345
40.9			-0.08954323863
41			0.04496411365
41.1			0.08909641565
41.2			-0.04584949362
41.3			-0.08864079437
41.4			0.04673034594
41.5			0.08817641977
41.6			-0.04760658361
41.7			-0.08770333771
41.8			0.04847812012
41.9			0.08722159491
42			-0.04934486939
42.1			-0.08673123894
42.2			0.05020674584
42.3			0.08623231823
42.4			-0.05106366435
42.5			-0.08572488204
42.6			0.0519155403
42.7			0.08520898048
42.8			-0.05276228957
42.9			-0.0846846645
43			0.05360382854
43.1			0.08415198587
43.2			-0.05444007411
43.3			-0.0836109972
43.4			0.0552709437
43.5			0.08306175191
43.6			-0.05609635526
43.7			-0.08250430424
43.8			0.05691622729
43.9			0.08193870923
44			-0.05773047881
44.1			-0.08136502274
44.2			0.05853902942
44.3			0.08078330143
44.4			-0.05934179929
44.5			-0.08019360273
44.6			0.06013870912
44.7			0.07959598487
44.8			-0.06092968023
44.9			-0.07899050688
45			0.06171463451
45.1			0.07837722855
45.2			-0.06249349445
45.3			-0.07775621043
45.4			0.06326618312
45.5			0.07712751385
45.6			-0.06403262424
45.7			-0.0764912009
45.8			0.06479274211
45.9			0.07584733441
46			-0.06554646166
46.1			-0.07519597797
46.2			0.06629370848
46.3			0.07453719589
46.4			-0.06703440877
46.5			-0.07387105323
46.6			0.06776848937
46.7			0.07319761578
46.8			-0.06849587782
46.9			-0.07251695003
47			0.06921650227
47.1			0.0718291232
47.2			-0.06993029155
47.3			-0.07113420322
47.4			0.0706371752
47.5			0.07043225871
47.6			-0.07133708339
47.7			-0.06972335898
47.8			0.07202994702
47.9			0.06900757403
48			-0.07271569766
48.1			-0.06828497457
48.2			0.07339426759
48.3			0.06755563193
48.4			-0.07406558981
48.5			-0.06681961815
48.6			0.07472959803
48.7			0.0660770059
48.8			-0.07538622666
48.9			-0.06532786852
49			0.07603541087
49.1			0.06457227999
49.2			-0.07667708656
49.3			-0.06381031492
49.4			0.07731119035
49.5			0.06304204855
49.6			-0.07793765963
49.7			-0.06226755675
49.8			0.07855643253
49.9			0.06148691601
50			-0.07916744795
50.1			-0.06070020341
50.2			0.07977064556
50.3			0.05990749663
50.4			-0.08036596578
50.5			-0.05910887397
50.6			0.08095334982
50.7			0.05830441429
50.8			-0.0815327397
50.9			-0.05749419701
51			0.08210407817
51.1			0.05667830216
51.2			-0.08266730884
51.3			-0.05585681031
51.4			0.08322237608
51.5			0.05502980257
51.6			-0.08376922507
51.7			-0.05419736062
51.8			0.08430780182
51.9			0.05335956666
52			-0.08483805313
52.1			-0.05251650341
52.2			0.08535992666
52.3			0.05166825414
52.4			-0.08587337085
52.5			-0.05081490261
52.6			0.08637833502
52.7			0.04995653308
52.8			-0.08687476929
52.9			-0.04909323033
53			0.08736262464
53.1			0.0482250796
53.2			-0.08784185289
53.3			-0.04735216663
53.4			0.08831240672
53.5			0.0464745776
53.6			-0.08877423967
53.7			-0.0455923992
53.8			0.08922730613
53.9			0.04470571852
54			-0.08967156135
54.1			-0.04381462314
54.2			0.09010696147
54.3			0.04291920105
54.4			-0.09053346348
54.5			-0.04201954066
54.6			0.09095102528
54.7			0.04111573083
54.8			-0.09135960563
54.9			-0.04020786081
55			0.09175916419
55.1			0.03929602024
55.2			-0.09214966148
55.3			-0.03838029917
55.4			0.09253105896
55.5			0.03746078803
55.6			-0.09290331896
55.7			-0.03653757763
55.8			0.09326640471
55.9			0.03561075912
56			-0.09362028037
56.1			-0.03468042404
56.2			0.09396491099
56.3			0.03374666425
56.4			-0.09430026254
56.5			-0.03280957196
56.6			0.09462630189
56.7			0.03186923971
56.8			-0.09494299686
56.9			-0.03092576037
57			0.09525031617
57.1			0.02997922709
57.2			-0.09554822947
57.3			-0.02902973335
57.4			0.09583670735
57.5			0.02807737291
57.6			-0.09611572131
57.7			-0.02712223982
57.8			0.0963852438
57.9			0.0261644284
58			-0.09664524821
58.1			-0.02520403323
58.2			0.09689570886
58.3			0.02424114915
58.4			-0.09713660102
58.5			-0.02327587125
58.6			0.0973679009
58.7			0.02230829484
58.8			-0.09758958566
58.9			-0.02133851549
59			0.09780163341
59.1			0.02036662894
59.2			-0.0980040232
59.3			-0.01939273118
59.4			0.09819673506
59.5			0.01841691839
59.6			-0.09837974995
59.7			-0.01743928691
59.8			0.0985530498
59.9			0.0164599333
60			-0.09871661749
60.1			-0.01547895426
60.2			0.09887043688
60.3			0.01449644667
60.4			-0.09901449277
60.5			-0.01351250755
60.6			0.09914877094
60.7			0.01252723406
60.8			-0.09927325813
60.9			-0.0115407235
61			0.09938794204
61.1			0.01055307329
61.2			-0.09949281135
61.3			-0.009564380965
61.4			0.09958785571
61.5			0.00857474415
61.6			-0.09967306572
61.7			-0.007584260575
61.8			0.09974843298
61.9			0.006593028052
62			-0.09981395003
62.1			-0.005601144464
62.2			0.09986961042
62.3			0.004608707761
62.4			-0.09991540865
62.5			-0.003615815946
62.6			0.09995134018
62.7			0.002622567068
62.8			-0.09997740148
62.9			-0.00162905921
63			0.09999358997
63.1			0.0006353904823
63.2			-0.09999990405
63.3			0.0003583409909
63.4			0.0999963431
63.5			-0.001352037078
63.6			-0.09998290747
63.7			0.00234559965
63.8			0.09995959849
63.9			-0.003338930594
64			-0.09992641845
64.1			0.004331931816
64.2			0.09988337064
64.3			-0.005324505259
64.4			-0.0998304593
64.5			0.006316552905
64.6			0.09976768967
64.7			-0.007307976788
64.8			-0.09969506793
64.9			0.008298679006
65			0.09961260127
65.1			-0.009288561726
65.2			-0.09952029782
65.3			0.0102775272
65.4			0.0994181667
65.5			-0.01126547776
65.6			-0.09930621799
65.7			0.01225231585
65.8			0.09918446276
65.9			-0.01323794401
66			-0.09905291302
66.1			0.01422226493
66.2			0.09891158176
66.3			-0.01520518139
66.4			-0.09876048294
66.5			0.01618659634
66.6			0.09859963148
66.7			-0.01716641285
66.8			-0.09842904327
66.9			0.01814453417
67			0.09824873515
67.1			-0.01912086371
67.2			-0.09805872493
67.3			0.02009530505
67.4			0.09785903137
67.5			-0.02106776198
67.6			-0.09764967419
67.7			0.02203813846
67.8			0.09743067406
67.9			-0.02300633866
68			-0.09720205261
68.1			0.02397226697
68.2			0.09696383242
68.3			-0.02493582802
68.4			-0.09671603701
68.5			0.02589692664
68.6			0.09645869085
68.7			-0.02685546793
68.8			-0.09619181936
68.9			0.02781135723
69			0.09591544889
69.1			-0.02876450015
69.2			-0.09562960672
69.3			0.02971480256
69.4			0.09533432109
69.5			-0.03066217062
69.6			-0.09502962116
69.7			0.03160651078
69.8			0.09471553701
69.9			-0.03254772979
70			-0.09439209967
70.1			0.03348573469
70.2			0.09405934106
70.3			-0.03442043286
70.4			-0.09371729406
70.5			0.035351732
70.6			0.09336599244
70.7			-0.03627954014
70.8			-0.09300547088
70.9			0.03720376567
71			0.092635765
71.1			-0.0381243173
71.2			-0.0922569113
71.3			0.03904110414
71.4			0.09186894718
71.5			-0.03995403566
71.6			-0.09147191098
71.7			0.0408630217
71.8			0.09106584188
71.9			-0.0417679725
72			-0.09065077999
72.1			0.0426687987
72.2			0.0902267663
72.3			-0.04356541133
72.4			-0.08979384268
72.5			0.04445772186
72.6			0.08935205189
72.7			-0.04534564218
72.8			-0.08890143754
72.9			0.04622908459
73			0.08844204413
73.1			-0.04710796186
73.2			-0.08797391704
73.3			0.0479821872
73.4			0.08749710249
73.5			-0.04885167428
73.6			-0.08701164756
73.7			0.04971633724
73.8			0.08651760019
73.9			-0.05057609069
74			-0.08601500918
74.1			0.05143084972
74.2			0.08550392415
74.3			-0.05228052994
74.4			-0.08498439557
74.5			0.05312504744
74.6			0.08445647475
74.7			-0.05396431882
74.8			-0.08392021381
74.9			0.05479826119
75			0.08337566572
75.1			-0.05562679222
75.2			-0.08282288425
75.3			0.05644983008
75.4			0.08226192398
75.5			-0.05726729349
75.6			-0.08169284032
75.7			0.05807910173
75.8			0.08111568945
75.9			-0.05888517464
76			-0.08053052838
76.1			0.05968543262
76.2			0.07993741488
76.3			-0.06047979663
76.4			-0.07933640753
76.5			0.06126818824
76.6			0.07872756567
76.7			-0.06205052959
76.8			-0.07811094944
76.9			0.06282674342
77			0.07748661972
77.1			-0.06359675309
77.2			-0.07685463816
77.3			0.06436048255
77.4			0.07621506718
77.5			-0.06511785638
77.6			-0.07556796992
77.7			0.0658687998
77.8			0.0749134103
77.9			-0.06661323865
78			-0.07425145295
78.1			0.06735109942
78.2			0.07358216323
78.3			-0.06808230924
78.4			-0.07290560725
78.5			0.0688067959
78.6			0.07222185181
78.7			-0.06952448786
78.8			-0.07153096443
78.9			0.07023531424
79			0.07083301333
79.1			-0.07093920487
79.2			-0.07012806745
79.3			0.07163609021
79.4			0.06941619639
79.5			-0.07232590147
79.6			-0.06869747046
79.7			0.07300857051
79.8			0.06797196062
79.9			-0.07368402992
80			-0.06723973852
80.1			0.074352213
80.2			0.06650087647
80.3			-0.07501305378
80.4			-0.06575544743
80.5			0.07566648698
80.6			0.06500352501
80.7			-0.07631244809
80.8			-0.06424518347
80.9			0.07695087331
81			0.06348049769
81.1			-0.0775816996
81.2			-0.06270954318
81.3			0.07820486466
81.4			0.06193239609
81.5			-0.07882030697
81.6			-0.06114913314
81.7			0.07942796573
81.8			0.06035983169
81.9			-0.08002778095
82			-0.05956456968
82.1			0.08061969339
82.2			0.05876342564
82.3			-0.08120364461
82.4			-0.05795647869
82.5			0.08177957693
82.6			0.05714380852
82.7			-0.08234743349
82.8			-0.05632549537
82.9			0.0829071582
83			0.05550162005
83.1			-0.08345869579
83.2			-0.05467226393
83.3			0.08400199181
83.4			0.0538375089
83.5			-0.08453699259
83.6			-0.05299743739
83.7			0.08506364531
83.8			0.05215213237
83.9			-0.08558189796
84			-0.05130167729
84.1			0.08609169937
84.2			0.05044615616
84.3			-0.08659299918
84.4			-0.04958565345
84.5			0.0870857479
84.6			0.04872025413
84.7			-0.08756989686
84.8			-0.04785004367
84.9			0.08804539826
85			0.046975108
85.1			-0.08851220514
85.2			-0.04609553352
85.3			0.0889702714
85.4			0.04521140708
85.5			-0.08941955182
85.6			-0.044322816
85.7			0.08986000201
85.8			0.04342984802
85.9			-0.09029157849
86			-0.04253259132
86.1			0.09071423865
86.2			0.04163113452
86.3			-0.09112794073
86.4			-0.04072556662
86.5			0.09153264389
86.6			0.03981597706
86.7			-0.09192830817
86.8			-0.03890245565
86.9			0.09231489448
87			0.03798509261
87.1			-0.09269236466
87.2			-0.03706397853
87.3			0.09306068144
87.4			0.03613920436
87.5			-0.09341980843
87.6			-0.03521086143
87.7			0.09376971018
87.8			0.03427904141
87.9			-0.09411035213
88			-0.03334383633
88.1			0.09444170064
88.2			0.03240533852
88.3			-0.094763723
88.4			-0.03146364068
88.5			0.0950763874
88.6			0.03051883579
88.7			-0.09537966297
88.8			-0.02957101715
88.9			0.09567351975
89			0.02862027836
89.1			-0.09595792874
89.2			-0.02766671331
89.3			0.09623286184
89.4			0.02671041615
89.5			-0.09649829191
89.6			-0.02575148134
89.7			0.09675419273
89.8			0.02479000355
89.9			-0.09700053903
90			-0.02382607774
90.1			0.09723730649
90.2			0.02285979909
90.3			-0.09746447173
90.4			-0.02189126303
90.5			0.09768201231
90.6			0.0209205652
90.7			-0.09788990675
90.8			-0.01994780146
90.9			0.09808813452
91			0.01897306786
91.1			-0.09827667605
91.2			-0.01799646066
91.3			0.09845551271
91.4			0.0170180763
91.5			-0.09862462685
91.6			-0.01603801141
91.7			0.09878400177
91.8			0.01505636275
91.9			-0.09893362173
92			-0.01407322727
92.1			0.09907347196
92.2			0.01308870205
92.3			-0.09920353863
92.4			-0.01210288432
92.5			0.09932380892
92.6			0.01111587142
92.7			-0.09943427094
92.8			-0.01012776083
92.9			0.09953491378
93			0.009138650117
93.1			-0.09962572751
93.2			-0.008148636957
93.3			0.09970670316
93.4			0.007157819116
93.5			-0.09977783273
93.6			-0.006166294438
93.7			0.09983910919
93.8			0.005174160836
93.9			-0.09989052651
94			-0.004181516283
94.1			0.09993207959
94.2			0.003188458803
94.3			-0.09996376434
94.4			-0.002195086462
94.5			0.09998557763
94.6			0.001201497356
94.7			-0.0999975173
94.8			-0.0002077896004
94.9			0.09999958217
95			-0.0007859386738
95.1			-0.09999177204
95.2			0.001779589337
95.3			0.09997408768
95.4			-0.002773064264
95.5			-0.09994653085
95.6			0.00376626535
95.7			0.09990910425
95.8			-0.004759094516
95.9			-0.09986181158
96			0.005751453719
96.1			0.09980465752
96.2			-0.006743244964
96.3			-0.09973764771
96.4			0.007734370311
96.5			0.09966078876
96.6			-0.008724731886
96.7			-0.09957408827
96.8			0.009714231889
96.9			0.0994775548
97			-0.01070277261
97.1			-0.09937119788
97.2			0.01169025642
97.3			0.09925502801
97.4			-0.01267658582
97.5			-0.09912905667
97.6			0.0136616634
97.7			0.09899329629
97.8			-0.01464539189
97.9			-0.09884776028
98			0.01562767413
98.1			0.09869246301
98.2			-0.01660841314
98.3			-0.09852741983
98.4			0.01758751206
98.5			0.09835264702
98.6			-0.01856487421
98.7			-0.09816816184
98.8			0.01954040306
98.9			0.09797398252
99			-0.0205140023
99.1			-0.09777012823
99.2			0.02148557577
99.3			0.09755661909
99.4			-0.02245502752
99.5			-0.0973334762
99.6			0.02342226184
99.7			0.09710072159
99.8			-0.0243871832
99.9			-0.09685837824
100			0.02534969631
100.1			0.09660647009
100.2			-0.02630970613
100.3			-0.09634502201
100.4			0.02726711785
100.5			0.09607405982
100.6			-0.02822183694
100.7			-0.09579361027
100.8			0.02917376911
100.9			0.09550370107
101			-0.03012282035
101.1			-0.09520436084
101.2			0.03106889696
101.3			0.09489561913
101.4			-0.0320119055
101.5			-0.09457750645
101.6			0.03295175285
101.7			0.09425005419
101.8			-0.0338883462
101.9			-0.09391329471
102			0.03482159306
102.1			0.09356726125
102.2			-0.03575140127
102.3			-0.09321198798
102.4			0.03667767902
102.5			0.09284750999
102.6			-0.03760033484
102.7			-0.09247386327
102.8			0.0385192776
102.9			0.09209108472
103			-0.03943441657
103.1			-0.09169921213
103.2			0.04034566138
103.3			0.09129828421
103.4			-0.04125292204
103.5			-0.09088834055
103.6			0.04215610895
103.7			0.09046942163
103.8			-0.04305513293
103.9			-0.09004156881
104			0.04394990519
104.1			0.08960482435
104.2			-0.04484033739
104.3			-0.08915923138
104.4			0.04572634158
104.5			0.08870483389
104.6			-0.04660783028
104.7			-0.08824167677
104.8			0.04748471644
104.9			0.08776980575
105			-0.04835691346
105.1			-0.08728926742
105.2			0.04922433521
105.3			0.08680010924
105.4			-0.05008689604
105.5			-0.08630237951
105.6			0.05094451077
105.7			0.08579612739
105.8			-0.05179709471
105.9			-0.08528140286
106			0.05264456367
106.1			0.08475825676
106.2			-0.05348683395
106.3			-0.08422674075
106.4			0.05432382238
106.5			0.08368690731
106.6			-0.05515544632
106.7			-0.08313880975
106.8			0.05598162363
106.9			0.08258250221
107			-0.05680227273
107.1			-0.0820180396
107.2			0.05761731259
107.3			0.08144547768
107.4			-0.05842666271
107.5			-0.08086487299
107.6			0.05923024317
107.7			0.08027628286
107.8			-0.06002797463
107.9			-0.07967976541
108			0.06081977829
108.1			0.07907537955
108.2			-0.06160557598
108.3			-0.07846318497
108.4			0.06238529009
108.5			0.07784324211
108.6			-0.06315884363
108.7			-0.0772156122
108.8			0.06392616021
108.9			0.07658035722
109			-0.06468716405
109.1			-0.07593753989
109.2			0.06544178001
109.3			0.0752872237
109.4			-0.06618993356
109.5			-0.07462947287
109.6			0.06693155083
109.7			0.07396435235
109.8			-0.06766655859
109.9			-0.07329192781
110			0.06839488424
110.1			0.07261226567
110.2			-0.06911645587
110.3			-0.07192543304
110.4			0.06983120222
110.5			0.07123149774
110.6			-0.07053905271
110.7			-0.07053052829
110.8			0.07123993744
110.9			0.06982259394
111			-0.0719337872
111.1			-0.06910776457
111.2			0.07262053346
111.3			0.06838611078
111.4			-0.07330010842
111.5			-0.06765770383
111.6			0.07397244496
111.7			0.06692261566
111.8			-0.0746374767
111.9			-0.06618091885
112			0.07529513795
112.1			0.06543268665
112.2			-0.07594536377
112.3			-0.06467799294
112.4			0.07658808996
112.5			0.06391691226
112.6			-0.07722325304
112.7			-0.06314951975
112.8			0.0778507903
112.9			0.0623758912
113			-0.07847063976
113.1			-0.06159610301
113.2			0.07908274021
113.3			0.06081023218
113.4			-0.0796870312
113.5			-0.06001835631
113.6			0.08028345307
113.7			0.0592205536
113.8			-0.08087194691
113.9			-0.05841690284
114			0.08145245462
114.1			0.05760748339
114.2			-0.08202491886
114.3			-0.05679237517
114.4			0.08258928311
114.5			0.05597165869
114.6			-0.08314549163
114.7			-0.05514541497
114.8			0.0836934895
114.9			0.05431372563
115			-0.08423322261
115.1			-0.05347667278
115.2			0.08476463765
115.3			0.05263433909
115.4			-0.08528768214
115.5			-0.05178680774
115.6			0.08580230444
115.7			0.05093416242
115.8			-0.08630845373
115.9			-0.05007648733
116			0.08680608002
116.1			0.04921386716
116.2			-0.08729513418
116.3			-0.04834638711
116.4			0.0877755679
116.5			0.04747413283
116.6			-0.08824733376
116.7			-0.04659719045
116.8			0.08871038515
116.9			0.04571564659
117			-0.08916467635
117.1			-0.04482958829
117.2			0.08961016251
117.3			0.04393910305
117.4			-0.09004679962
117.5			-0.0430442788
117.6			0.09047454458
117.7			0.04214520391
117.8			-0.09089335514
117.9			-0.04124196717
118			0.09130318994
118.1			0.04033465776
118.2			-0.09170400851
118.3			-0.0394233653
118.4			0.09209577127
118.5			0.03850817975
118.6			-0.09247843954
118.7			-0.03758919151
118.8			0.09285197553
118.9			0.03666649132
119			-0.09321634234
119.1			-0.0357401703
119.2			0.093571504
119.3			0.03481031992
119.4			-0.09391742544
119.5			-0.03387703201
119.6			0.09425407249
119.7			0.03294039873
119.8			-0.09458141192
119.9			-0.03200051257
120			0.09489941139
120.1			0.03105746635
120.2			-0.0952080395
120.3			-0.03011135319
120.4			0.09550726578
120.5			0.02916226652
120.6			-0.09579706068
120.7			-0.02821030006
120.8			0.09607739558
120.9			0.02725554783
121			-0.0963482428
121.1			-0.0262981041
121.2			0.09660957558
121.3			0.02533806342
121.4			-0.09686136814
121.5			-0.02437552059
121.6			0.09710359559
121.7			0.02341057068
